"","sub_num","run_num","file_name","trial_num","rt","response","t_direction","accuracy","target_position_1","target_position_2","target_position_3","target_position_4","target_location_type","target_number","trialTypeValid0Invalid1","trialTypeExtraTarget1NoExtraTarget0","extraTargetShapeNumber","extraTargetShapePosition","extraTargetShapeType"
"2",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-15062155.jpg",1,6632,"/?","R",1,1156,128,1252,224,1,11,0,0,0,0,0
"3",1,1,"Stimuli\scenes\practiceScenes\pexels-keegan-checks-10117737.jpg",2,2434,"z","L",1,1532,956,1628,1052,2,19,0,0,0,0,0
"4",1,1,"Stimuli\scenes\practiceScenes\pexels-christa-grover-2001944.jpg",3,2506,"z","L",1,1436,540,1532,636,3,12,0,0,0,0,0
"5",1,1,"Stimuli\scenes\practiceScenes\075_L_filler_absent_light.jpg",4,2081,"z","L",1,656,436,752,532,1,1,0,0,0,0,0
"6",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-6510985.jpg",5,1643,"z","L",1,1590,686,1686,782,3,12,0,0,0,0,0
"7",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-5502249.jpg",6,1770,"z","L",1,686,124,782,220,1,11,0,0,0,0,0
"8",1,1,"Stimuli\scenes\practiceScenes\pexels-max-rahubovskiy-6969860.jpg",7,1281,"/?","R",1,912,130,1008,226,1,1,0,0,0,0,0
"9",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-5698015.jpg",8,1919,"/?","R",1,1472,948,1568,1044,2,19,0,0,0,0,0
"10",1,1,"Stimuli\scenes\practiceScenes\AdobeStock_133612805.jpeg",9,2012,"/?","R",1,174,342,270,438,1,11,0,0,0,0,0
"11",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-8583543.jpg",10,2156,"z","L",1,190,42,286,138,1,1,0,0,0,0,0
"12",1,1,"Stimuli\scenes\practiceScenes\pexels-pixabay-279648.jpg",11,1856,"/?","R",1,1756,478,1852,574,3,12,0,0,0,0,0
"13",1,1,"Stimuli\scenes\practiceScenes\AdobeStock_490760493.jpeg",12,1628,"z","L",1,1260,708,1356,804,2,19,0,0,0,0,0
"14",1,1,"Stimuli\scenes\practiceScenes\pexels-hakim-santoso-3634740.jpg",13,1492,"/?","R",1,896,922,992,1018,2,19,0,0,0,0,0
"15",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-5353881.jpg",14,1531,"/?","R",1,110,456,206,552,1,11,0,0,0,0,0
"16",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-8186506.jpg",15,1830,"z","L",1,1398,398,1494,494,1,1,0,0,0,0,0
"17",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-14495889.jpg",16,1472,"/?","R",1,1094,794,1190,890,3,12,0,0,0,0,0
"18",1,1,"Stimuli\scenes\practiceScenes\AdobeStock_142522611.jpeg",17,1591,"z","L",1,764,314,860,410,1,11,0,0,0,0,0
"19",1,1,"Stimuli\scenes\practiceScenes\AdobeStock_283829914.jpeg",18,1112,"z","L",1,400,476,496,572,3,12,0,0,0,0,0
"20",1,1,"Stimuli\scenes\practiceScenes\AdobeStock_67849508.jpeg",19,1018,"/?","R",1,1112,670,1208,766,2,19,0,0,0,0,0
"21",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-3958951.jpg",20,994,"z","L",1,634,42,730,138,1,1,0,0,0,0,0
"22",1,1,"Stimuli\scenes\practiceScenes\077_L_filler_absent_footrest.jpg",21,1924,"/?","R",1,72,380,168,476,1,11,0,0,0,0,0
"23",1,1,"Stimuli\scenes\practiceScenes\AdobeStock_300087971.jpeg",22,1501,"z","L",1,1576,572,1672,668,3,12,0,0,0,0,0
"24",1,1,"Stimuli\scenes\practiceScenes\079_L_filler_absent_bowl.jpg",23,1359,"z","L",1,1674,786,1770,882,2,19,0,0,0,0,0
"25",1,1,"Stimuli\scenes\practiceScenes\pexels-curtis-adams-10099319.jpg",24,1549,"/?","R",1,1664,46,1760,142,1,1,0,0,0,0,0
"26",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7027852.jpg",1,1307,"/?","R",1,1180,380,1285.6,485.6,1,11,0,1,19,3,3
"27",1,2,"Stimuli\scenes\mainScenes\pexels-keegan-checks-10117731.jpg",2,1059,"z","L",1,638,334,743.6,439.6,1,19,1,0,0,0,0
"28",1,2,"Stimuli\scenes\mainScenes\pexels-get-lost-mike-8561916.jpg",3,1198,"z","L",1,254,206,359.6,311.6,1,1,0,1,12,1,3
"29",1,2,"Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-1599791.jpg",4,923,"/?","R",1,1128,738,1233.6,843.6,3,12,0,0,0,0,0
"30",1,2,"Stimuli\scenes\mainScenes\pexels-level-media-3016430.jpg",5,838,"/?","R",1,912,662,1017.6,767.6,3,12,0,0,0,0,0
"31",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5008398.jpg",6,1118,"z","L",1,138,84,243.6,189.6,1,11,0,0,0,0,0
"32",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6489116.jpg",7,1175,"z","L",1,214,912,319.6,1017.6,2,19,0,1,12,4,3
"33",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-6835079.jpg",8,1055,"z","L",1,1656,510,1761.6,615.6,3,1,1,1,19,3,3
"34",1,2,"Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17181942.jpg",9,758,"z","L",1,918,262,1023.6,367.6,1,11,0,0,0,0,0
"35",1,2,"Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158669.jpg",10,1008,"/?","R",1,1248,430,1353.6,535.6,1,1,0,1,11,2,2
"36",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg",11,871,"/?","R",1,426,526,531.6,631.6,3,12,0,0,0,0,0
"37",1,2,"Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158648.jpg",12,987,"/?","R",1,586,514,691.6,619.6,3,19,1,1,12,3,1
"38",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6782481.jpg",13,795,"/?","R",1,646,522,751.6,627.6,1,11,0,0,0,0,0
"39",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061393.jpg",14,987,"z","L",1,982,884,1087.6,989.6,2,12,1,0,0,0,0
"40",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-8583892.jpg",15,981,"z","L",1,878,892,983.6,997.6,2,19,0,1,1,3,3
"41",1,2,"Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg",16,1381,"/?","R",1,1254,226,1359.6,331.6,1,1,0,1,12,2,2
"42",1,2,"Stimuli\scenes\mainScenes\pexels-get-lost-mike-8504308.jpg",17,1534,"z","L",1,1648,562,1753.6,667.6,3,12,0,0,0,0,0
"43",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4800177.jpg",18,1963,"/?","R",1,1478,692,1583.6,797.6,3,11,1,1,1,4,3
"44",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-10827337.jpg",19,1077,"z","L",1,648,914,753.6,1019.6,2,19,0,0,0,0,0
"45",1,2,"Stimuli\scenes\mainScenes\AdobeStock_214273596.jpeg",20,995,"/?","R",1,808,472,913.6,577.6,1,1,0,1,11,3,2
"46",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5502217.jpg",21,3740,"/?","R",1,1566,180,1671.6,285.6,1,11,0,0,0,0,0
"47",1,2,"Stimuli\scenes\mainScenes\073_L_filler_absent_coffeemug.jpg",22,961,"z","L",1,616,604,721.6,709.6,3,12,0,1,19,3,2
"48",1,2,"Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-11315956.jpg",23,1251,"/?","R",1,1394,522,1499.6,627.6,3,1,1,0,0,0,0
"49",1,2,"Stimuli\scenes\mainScenes\AdobeStock_27579147.jpeg",24,1910,"z","L",1,1454,832,1559.6,937.6,2,19,0,1,11,1,1
"50",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-10827398.jpg",25,1119,"z","L",1,616,812,721.6,917.6,2,19,0,0,0,0,0
"51",1,2,"Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-8363713.jpg",26,793,"z","L",1,1024,560,1129.6,665.6,1,11,0,1,12,2,2
"52",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7601172.jpg",27,1059,"z","L",1,336,728,441.6,833.6,3,1,1,1,12,3,1
"53",1,2,"Stimuli\scenes\mainScenes\AdobeStock_479119675.jpeg",28,1285,"/?","R",1,1270,520,1375.6,625.6,3,12,0,1,1,1,1
"54",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5900806.jpg",29,991,"/?","R",1,936,544,1041.6,649.6,3,12,0,0,0,0,0
"55",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7027760.jpg",30,1068,"z","L",1,860,732,965.6,837.6,2,11,1,0,0,0,0
"56",1,2,"Stimuli\scenes\mainScenes\pexels-get-lost-mike-9993440.jpg",31,1657,"/?","R",1,254,594,359.6,699.6,1,1,0,0,0,0,0
"57",1,2,"Stimuli\scenes\mainScenes\AdobeStock_216902241.jpeg",32,1275,"/?","R",1,584,832,689.6,937.6,2,19,0,1,12,4,3
"58",1,2,"Stimuli\scenes\mainScenes\041_L_filler_absent_fruit.jpg",33,1593,"z","L",1,374,744,479.6,849.6,3,12,0,0,0,0,0
"59",1,2,"Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg",34,1190,"/?","R",1,712,328,817.6,433.6,1,11,0,0,0,0,0
"60",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-3958964.jpg",35,759,"z","L",1,990,538,1095.6,643.6,3,1,1,0,0,0,0
"61",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-15062099.jpg",36,1218,"/?","R",1,1444,918,1549.6,1023.6,2,19,0,1,1,4,3
"62",1,2,"Stimuli\scenes\mainScenes\pexels-terry-magallanes-3623785.jpg",37,841,"z","L",1,528,442,633.6,547.6,3,12,0,0,0,0,0
"63",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg",38,929,"/?","R",1,1156,476,1261.6,581.6,3,19,1,1,11,2,1
"64",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312077.jpg",39,1450,"z","L",1,1548,448,1653.6,553.6,1,11,0,1,1,2,2
"65",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-3773573.jpg",40,1728,"/?","R",1,932,388,1037.6,493.6,1,1,0,1,12,1,3
"66",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7005450.jpg",41,2019,"/?","R",1,1520,524,1625.6,629.6,3,11,1,1,12,2,2
"67",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7601072.jpg",42,1178,"z","L",1,462,522,567.6,627.6,3,12,0,0,0,0,0
"68",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956124.jpg",43,1414,"z","L",1,594,282,699.6,387.6,1,1,0,1,19,1,2
"69",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7060815.jpg",44,1268,"z","L",1,1692,930,1797.6,1035.6,2,19,0,0,0,0,0
"70",1,2,"Stimuli\scenes\mainScenes\pexels-alex-qian-2343467.jpg",45,1010,"/?","R",1,1494,436,1599.6,541.6,1,11,0,1,1,1,3
"71",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-3935337.jpg",46,769,"z","L",1,998,672,1103.6,777.6,2,19,0,1,12,1,3
"72",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4839334.jpg",47,1060,"z","L",1,1240,884,1345.6,989.6,2,1,1,0,0,0,0
"73",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-15062154.jpg",48,1019,"z","L",1,1252,540,1357.6,645.6,3,12,0,0,0,0,0
"74",1,2,"Stimuli\scenes\mainScenes\pexels-alexander-zvir-4252510.jpg",49,1073,"z","L",1,1230,912,1335.6,1017.6,2,12,1,0,0,0,0
"75",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-15409439.jpg",50,1102,"z","L",1,1566,192,1671.6,297.6,1,19,1,1,12,2,3
"76",1,2,"Stimuli\scenes\mainScenes\036_L_filler_absent_bowl.jpg",51,1826,"z","L",1,430,232,535.6,337.6,1,11,0,1,1,4,2
"77",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg",52,986,"/?","R",1,778,450,883.6,555.6,1,1,0,1,19,4,1
"78",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312078.jpg",53,1772,"/?","R",1,128,468,233.6,573.6,1,11,0,1,1,1,1
"79",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5008407.jpg",54,965,"z","L",1,774,192,879.6,297.6,1,1,0,0,0,0,0
"80",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4119833.jpg",55,1086,"/?","R",1,820,934,925.6,1039.6,2,19,0,0,0,0,0
"81",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7027786.jpg",56,1478,"/?","R",1,290,744,395.6,849.6,3,12,0,0,0,0,0
"82",1,2,"Stimuli\scenes\mainScenes\pexels-denys-gromov-4716789.jpg",57,891,"/?","R",1,708,230,813.6,335.6,1,11,0,1,19,1,3
"83",1,2,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4469153.jpg",58,896,"z","L",1,964,542,1069.6,647.6,2,19,0,1,1,1,2
"84",1,2,"Stimuli\scenes\mainScenes\080_L_filler_absent_plant.jpg",59,1345,"z","L",1,1170,542,1275.6,647.6,3,12,0,0,0,0,0
"85",1,2,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7018399.jpg",60,1394,"/?","R",1,1332,544,1437.6,649.6,3,1,1,0,0,0,0
"86",1,3,"Stimuli\scenes\mainScenes\AdobeStock_41005076.jpeg",1,1501,"/?","R",1,48,390,153.6,495.6,1,11,0,1,19,3,2
"87",1,3,"Stimuli\scenes\mainScenes\pexels-sharath-g-4722305.jpg",2,1078,"/?","R",1,422,960,527.6,1065.6,2,19,0,0,0,0,0
"88",1,3,"Stimuli\scenes\mainScenes\AdobeStock_196997973.jpeg",3,1123,"/?","R",1,442,936,547.6,1041.6,2,12,1,1,11,2,1
"89",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7214338.jpg",4,886,"z","L",1,730,454,835.6,559.6,1,1,0,0,0,0,0
"90",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-3990599.jpg",5,930,"z","L",1,384,404,489.6,509.6,3,19,1,0,0,0,0
"91",1,3,"Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg",6,1031,"/?","R",1,340,460,445.6,565.6,3,12,0,1,11,4,2
"92",1,3,"Stimuli\scenes\mainScenes\pexels-ryan-donnelly-100575.jpg",7,1182,"/?","R",1,1428,382,1533.6,487.6,1,11,0,0,0,0,0
"93",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5900798.jpg",8,887,"z","L",1,88,190,193.6,295.6,1,1,0,0,0,0,0
"94",1,3,"Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg",9,1080,"z","L",1,408,214,513.6,319.6,1,11,0,1,19,1,3
"95",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-8186477.jpg",10,1181,"/?","R",1,1298,954,1403.6,1059.6,2,19,0,0,0,0,0
"96",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061668.jpg",11,1285,"/?","R",1,44,420,149.6,525.6,1,1,0,1,12,3,3
"97",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7031868.jpg",12,1306,"z","L",1,730,848,835.6,953.6,2,12,1,1,1,4,1
"98",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg",13,971,"/?","R",1,1160,688,1265.6,793.6,3,12,0,0,0,0,0
"99",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7587482.jpg",14,1540,"/?","R",1,1396,536,1501.6,641.6,3,11,1,0,0,0,0
"100",1,3,"Stimuli\scenes\mainScenes\022_L_filler_absent_lamp.jpg",15,1758,"/?","R",1,1568,318,1673.6,423.6,1,1,0,1,11,1,1
"101",1,3,"Stimuli\scenes\mainScenes\pexels-jesse-bannister-7033835.jpg",16,1030,"/?","R",1,284,696,389.6,801.6,2,19,0,1,11,2,3
"102",1,3,"Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg",17,965,"/?","R",1,976,126,1081.6,231.6,1,11,0,0,0,0,0
"103",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5353944.jpg",18,1159,"z","L",1,1550,928,1655.6,1033.6,2,19,0,0,0,0,0
"104",1,3,"Stimuli\scenes\mainScenes\pexels-get-lost-mike-10450051.jpg",19,1367,"z","L",1,1324,212,1429.6,317.6,1,12,1,1,11,2,2
"105",1,3,"Stimuli\scenes\mainScenes\pexels-pixabay-271647.jpg",20,1165,"/?","R",1,1518,362,1623.6,467.6,1,1,0,1,11,4,1
"106",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4221389.jpg",21,1416,"z","L",1,474,108,579.6,213.6,1,11,0,1,1,3,3
"107",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-8583875.jpg",22,1127,"z","L",1,818,936,923.6,1041.6,2,1,1,0,0,0,0
"108",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-15062094.jpg",23,1886,"/?","R",1,340,892,445.6,997.6,2,19,0,0,0,0,0
"109",1,3,"Stimuli\scenes\mainScenes\pexels-mark-mccammon-2724749.jpg",24,1466,"/?","R",1,1382,918,1487.6,1023.6,2,12,1,1,19,4,1
"110",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7027784.jpg",25,1702,"/?","R",1,254,730,359.6,835.6,3,12,0,0,0,0,0
"111",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7028072.jpg",26,1231,"/?","R",1,1188,146,1293.6,251.6,1,11,0,1,1,3,2
"112",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-8031902.jpg",27,830,"/?","R",1,716,780,821.6,885.6,2,19,0,0,0,0,0
"113",1,3,"Stimuli\scenes\mainScenes\AdobeStock_106076039.jpeg",28,1126,"/?","R",1,32,230,137.6,335.6,1,1,0,1,11,3,3
"114",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956843.jpg",29,1983,"z","L",1,1592,458,1697.6,563.6,1,11,0,1,1,2,2
"115",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-6835139.jpg",30,1400,"z","L",1,246,756,351.6,861.6,3,12,0,0,0,0,0
"116",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4713243.jpg",31,944,"z","L",1,1354,888,1459.6,993.6,2,19,0,0,0,0,0
"117",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4258272.jpg",32,1050,"/?","R",1,186,562,291.6,667.6,2,1,1,1,19,3,1
"118",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4469155.jpg",33,999,"z","L",1,1694,482,1799.6,587.6,1,11,0,0,0,0,0
"119",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4713242.jpg",34,1286,"z","L",1,282,884,387.6,989.6,2,19,0,1,1,2,1
"120",1,3,"Stimuli\scenes\mainScenes\pexels-skitterphoto-349749.jpg",35,1483,"z","L",1,1704,598,1809.6,703.6,3,1,1,0,0,0,0
"121",1,3,"Stimuli\scenes\mainScenes\pexels-pixabay-534151.jpg",36,848,"z","L",1,1068,524,1173.6,629.6,3,12,0,1,1,1,2
"122",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956124.jpg",37,901,"/?","R",1,1148,914,1253.6,1019.6,2,19,0,0,0,0,0
"123",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6782481.jpg",38,969,"/?","R",1,646,522,751.6,627.6,1,11,0,1,12,2,3
"124",1,3,"Stimuli\scenes\mainScenes\AdobeStock_41005076.jpeg",39,1226,"/?","R",1,48,390,153.6,495.6,1,1,0,0,0,0,0
"125",1,3,"Stimuli\scenes\mainScenes\073_L_filler_absent_coffeemug.jpg",40,1042,"/?","R",1,1350,806,1455.6,911.6,2,12,1,0,0,0,0
"126",1,3,"Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158669.jpg",41,784,"/?","R",1,738,606,843.6,711.6,3,12,0,1,11,3,1
"127",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5008398.jpg",42,1345,"/?","R",1,138,84,243.6,189.6,1,11,0,1,1,1,3
"128",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg",43,1179,"/?","R",1,1630,966,1735.6,1071.6,2,19,0,0,0,0,0
"129",1,3,"Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg",44,1645,"/?","R",1,1326,490,1431.6,595.6,3,1,1,1,11,1,3
"130",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7027786.jpg",45,811,"/?","R",1,1174,922,1279.6,1027.6,2,19,0,1,12,1,3
"131",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4713243.jpg",46,843,"z","L",1,1158,608,1263.6,713.6,1,11,0,0,0,0,0
"132",1,3,"Stimuli\scenes\mainScenes\pexels-alex-qian-2343467.jpg",47,1392,"/?","R",1,236,870,341.6,975.6,3,12,0,1,11,2,1
"133",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5900798.jpg",48,945,"z","L",1,88,190,193.6,295.6,1,1,0,0,0,0,0
"134",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-8583875.jpg",49,892,"/?","R",1,766,578,871.6,683.6,3,19,1,0,0,0,0
"135",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7027760.jpg",50,1792,"/?","R",1,562,838,667.6,943.6,3,11,1,1,1,4,2
"136",1,3,"Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg",51,1055,"/?","R",1,534,446,639.6,551.6,3,12,0,0,0,0,0
"137",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-6835079.jpg",52,984,"/?","R",1,508,344,613.6,449.6,1,1,0,1,19,2,2
"138",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061668.jpg",53,1615,"z","L",1,1488,510,1593.6,615.6,3,12,0,1,11,1,2
"139",1,3,"Stimuli\scenes\mainScenes\041_L_filler_absent_fruit.jpg",54,1271,"/?","R",1,678,898,783.6,1003.6,2,11,1,1,12,2,3
"140",1,3,"Stimuli\scenes\mainScenes\AdobeStock_216902241.jpeg",55,1524,"/?","R",1,1698,222,1803.6,327.6,1,1,0,1,11,4,3
"141",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4119833.jpg",56,1207,"z","L",1,820,934,925.6,1039.6,2,19,0,0,0,0,0
"142",1,3,"Stimuli\scenes\mainScenes\AdobeStock_27579147.jpeg",57,935,"/?","R",1,546,380,651.6,485.6,1,11,0,0,0,0,0
"143",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312078.jpg",58,785,"z","L",1,1014,852,1119.6,957.6,2,19,0,1,1,3,3
"144",1,3,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg",59,1071,"/?","R",1,1386,664,1491.6,769.6,3,1,1,0,0,0,0
"145",1,3,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7601172.jpg",60,772,"/?","R",1,336,728,441.6,833.6,3,12,0,0,0,0,0
"146",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-3990599.jpg",1,1290,"z","L",1,384,404,489.6,509.6,3,12,0,1,1,3,2
"147",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-15062154.jpg",2,1218,"z","L",1,846,916,951.6,1021.6,2,19,0,1,1,3,3
"148",1,4,"Stimuli\scenes\mainScenes\pexels-get-lost-mike-8561916.jpg",3,1953,"/?","R",1,1396,768,1501.6,873.6,3,11,1,1,12,1,3
"149",1,4,"Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg",4,891,"z","L",1,1088,218,1193.6,323.6,1,1,0,1,12,2,3
"150",1,4,"Stimuli\scenes\mainScenes\pexels-denys-gromov-4716789.jpg",5,1111,"z","L",1,316,486,421.6,591.6,3,19,1,0,0,0,0
"151",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7028072.jpg",6,1443,"/?","R",1,1610,792,1715.6,897.6,3,12,0,0,0,0,0
"152",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-15062099.jpg",7,964,"z","L",1,1092,414,1197.6,519.6,1,11,0,0,0,0,0
"153",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-7027784.jpg",8,957,"z","L",1,1152,206,1257.6,311.6,1,1,0,0,0,0,0
"154",1,4,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7018399.jpg",9,1535,"z","L",1,1292,936,1397.6,1041.6,2,11,1,1,1,3,1
"155",1,4,"Stimuli\scenes\mainScenes\AdobeStock_106076039.jpeg",10,978,"z","L",1,478,694,583.6,799.6,3,19,1,0,0,0,0
"156",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-3958964.jpg",11,1345,"z","L",1,68,324,173.6,429.6,1,1,0,1,11,3,1
"157",1,4,"Stimuli\scenes\mainScenes\pexels-alexander-zvir-4252510.jpg",12,1115,"z","L",1,1540,508,1645.6,613.6,3,12,0,0,0,0,0
"158",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-6835139.jpg",13,1111,"z","L",1,246,756,351.6,861.6,3,12,0,1,11,3,1
"159",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-10827337.jpg",14,1227,"/?","R",1,1390,64,1495.6,169.6,1,11,0,1,1,2,2
"160",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-5353944.jpg",15,1402,"z","L",1,1644,132,1749.6,237.6,1,1,0,0,0,0,0
"161",1,4,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956843.jpg",16,1218,"/?","R",1,508,888,613.6,993.6,2,19,0,0,0,0,0
"162",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-8583892.jpg",17,1546,"z","L",1,1504,622,1609.6,727.6,3,12,0,0,0,0,0
"163",1,4,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg",18,1115,"z","L",1,1012,942,1117.6,1047.6,2,11,1,0,0,0,0
"164",1,4,"Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7214338.jpg",19,1302,"z","L",1,1334,944,1439.6,1049.6,2,19,0,1,1,1,3
"165",1,4,"Stimuli\scenes\mainScenes\pexels-mark-mccammon-2724749.jpg",20,953,"z","L",1,216,466,321.6,571.6,1,1,0,1,12,1,3
"166",1,4,"Stimuli\scenes\mainScenes\pexels-curtis-adams-4800177.jpg",21,1027,"z","L",1,386,140,491.6,245.6,1,11,0,0,0,0,0
"167",1,4,"Stimuli\scenes\mainScenes\pexels-skitterphoto-349749.jpg",22,858,"z","L",1,158,340,263.6,445.6,1,1,0,0,0,0,0
"168",1,4,"Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158648.jpg",23,903,"/?","R",1,1538,826,1643.6,931.6,2,12,1,1,19,3,1
"169",1,4,"Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-11315956.jpg",24,731,"/?","R",1,914,950,1019.6,1055.6,2,19,0,1,12,3,3
