fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
94.028800027445,2,1,0,0,18,3
508.105900022201,3,1,0,0,18,3
162.013299996033,3,2,0,0,20,4
90.376399923116,2,2,0,0,20,4
148.08750001248,4,3,0,0,7,4
202.20080006402,2,4,1,1,2,2
143.971800105646,4,5,0,1,20,3
208.136399975047,3,5,0,1,20,3
185.883699916303,1,6,1,0,2,2
420.072500011884,2,6,1,0,2,2
117.990299942903,1,7,0,0,7,3
77.99750007689,3,7,0,0,7,3
168.092099949718,3,7,0,0,7,3
414.018000010401,3,8,0,0,18,1
166.012599947862,3,9,1,0,18,2
282.02079993207,4,9,1,0,18,2
354.235899983905,2,9,1,0,18,2
130.020100041293,3,10,1,1,20,1
129.994000075385,4,11,1,0,2,3
147.997900028713,3,11,1,0,2,3
146.037900005467,1,12,0,0,7,4
422.110000043176,2,13,0,1,20,3
452.290799934417,4,13,0,1,20,3
95.9401000291109,2,18,0,0,2,2
156.014599953778,4,19,1,0,7,2
146.342499996535,2,19,1,0,7,2
262.406299938448,2,20,1,1,18,3
98.0000999988988,1,22,0,0,2,3
151.98079997208,3,22,0,0,2,3
246.436499990523,2,23,0,0,20,4
232.556100003421,4,25,1,0,18,2
130.286099971272,1,25,1,0,18,2
213.98780005984,1,26,1,0,20,3
198.414099984802,1,26,1,0,20,3
219.999000080861,4,27,1,0,7,3
94.0522999735549,1,27,1,0,7,3
81.9903000956401,2,27,1,0,7,3
444.522299920209,3,27,1,0,7,3
140.00000001397,1,28,1,1,2,4
164.43080001045,4,28,1,1,2,4
171.99589998927,4,29,1,0,18,3
136.047199950553,3,29,1,0,18,3
238.461799919605,4,30,1,1,20,2
93.4985999483615,2,32,1,0,2,3
57.9791000345722,2,32,1,0,2,3
708.493100013584,2,32,1,0,2,3
467.998799984343,4,33,0,0,18,2
334.433300071396,2,34,1,0,2,2
310.514600016177,2,35,0,1,20,1
70.6071000313386,4,37,1,1,18,2
153.97430001758,4,38,0,0,2,4
428.632299997844,1,41,0,1,20,2
56.0681000351906,1,42,0,0,18,4
248.605200089514,4,42,0,0,18,4
236.001699930057,3,43,0,0,7,2
63.9716999139637,2,43,0,0,7,2
76.5127000631765,2,43,0,0,7,2
564.729399979115,4,45,1,1,18,4
171.972800046206,4,46,0,0,2,3
278.712400002405,3,46,0,0,2,3
80.8688000543043,2,47,0,0,20,1
131.974500021897,1,48,0,0,7,4
362.777600064874,4,48,0,0,7,4
122.0433000708,4,49,1,0,20,2
190.013400046155,3,49,1,0,20,2
228.032600018196,4,49,1,0,20,2
416.682500042953,2,49,1,0,20,2
283.866200014018,4,50,1,0,7,2
230.776599957608,2,50,1,0,7,2
284.763399977237,3,51,1,0,2,3
192.974800011143,1,52,0,1,18,1
80.0103999208659,3,53,0,0,20,1
104.830700089224,2,54,1,0,7,2
318.944100057706,4,55,1,0,18,4
88.7893000617623,2,56,1,1,2,1
63.9683000044897,3,58,0,0,20,3
51.9500999944285,4,59,1,0,7,2
126.00879999809,1,60,0,0,18,2
55.9955999488011,3,60,0,0,18,2
