fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
571.751299954485,1,1,0,0,11,4
390.047299966682,4,1,0,0,11,4
309.935999976005,1,1,0,0,11,4
355.981100001372,3,1,0,0,11,4
99.9198000063188,3,2,0,0,3,4
349.958500009961,4,2,0,0,3,4
517.950600013137,2,2,0,0,3,4
195.993500004988,3,2,0,0,3,4
397.987400006969,1,2,0,0,3,4
465.984700014815,4,2,0,0,3,4
381.967000022996,2,2,0,0,3,4
172.032900038175,3,2,0,0,3,4
669.969199982006,4,2,0,0,3,4
240.007399988826,4,2,0,0,3,4
371.995199995581,2,2,0,0,3,4
362.024600035511,4,2,0,0,3,4
165.957899997011,1,2,0,0,3,4
67.4427000340074,4,2,0,0,3,4
1385.18559996737,3,3,0,0,18,3
51.9373000133783,2,4,0,0,22,3
590.280100004748,3,4,0,0,22,3
909.286200010683,2,5,0,0,3,2
552.21499997424,3,6,0,0,11,3
546.149600006174,3,7,0,0,22,3
116.061700042337,2,8,0,0,18,3
258.010499994271,4,8,0,0,18,3
191.970900050364,1,9,0,0,3,1
96.6467999969609,1,9,0,0,3,1
51.9956999924034,3,10,0,0,18,3
268.991399963852,3,10,0,0,18,3
526.523300039116,4,11,0,0,11,4
161.978599964641,2,12,0,0,22,4
147.992599988356,4,12,0,0,22,4
392.384700011462,4,12,0,0,22,4
54.1315000155009,3,14,0,0,11,4
137.957400002051,4,14,0,0,11,4
231.963599973824,4,16,0,0,22,3
272.219500038773,3,16,0,0,22,3
438.210699998308,3,17,0,0,3,3
80.0738999969326,3,18,0,0,22,1
440.650500007905,1,18,0,0,22,1
185.962000046857,2,19,0,0,18,4
137.946799979545,4,19,0,0,18,4
165.949499991257,3,20,0,0,11,2
350.41309997905,2,20,0,0,11,2
560.287299973425,2,22,0,0,11,2
129.937099991366,1,23,0,0,3,2
536.245299968868,2,23,0,0,3,2
63.4433000232093,1,24,0,0,22,3
144.008099974599,1,24,0,0,22,3
125.959200027864,4,24,0,0,22,3
480.079700006172,3,24,0,0,22,3
