fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
222.023500013165,4,1,1,0,9,2
185.908999992535,3,1,1,0,9,2
965.612200030591,2,1,1,0,9,2
690.047499956563,2,2,0,1,15,2
81.9935000035912,2,3,0,0,12,2
161.983500001952,2,3,0,0,12,2
162.012700049672,3,3,0,0,12,2
260.015800013207,2,3,0,0,12,2
212.014699995052,2,3,0,0,12,2
85.9211999922991,3,4,0,0,13,4
810.191600001417,4,4,0,0,13,4
266.016100009438,3,5,0,0,12,4
252.03200004762,4,5,0,0,12,4
403.990099963266,1,5,0,0,12,4
264.009100035764,2,5,0,0,12,4
725.009799993131,4,5,0,0,12,4
252.028000017162,3,6,1,0,9,4
259.995400032494,1,6,1,0,9,4
729.975199967157,4,6,1,0,9,4
62.0497000054456,2,7,1,0,13,1
162.044400000013,2,7,1,0,13,1
177.977799961809,4,7,1,0,13,1
1019.99569998588,1,7,1,0,13,1
134.04089998221,2,8,1,1,15,3
803.915600001346,3,8,1,1,15,3
728.190499998163,2,9,0,0,15,2
266.017300018575,4,10,1,0,9,2
245.947400049772,3,10,1,0,9,2
66.0047000274062,2,10,1,0,9,2
746.682099997997,2,10,1,0,9,2
193.876900011674,2,11,0,0,12,4
147.956200002227,4,11,0,0,12,4
90.019499999471,4,11,0,0,12,4
186.101900006179,3,11,0,0,12,4
103.908699995372,4,11,0,0,12,4
367.978700029198,4,11,0,0,12,4
178.590799972881,3,11,0,0,12,4
665.990900015458,1,12,1,0,13,1
207.988600013778,3,13,0,0,12,1
660.110500000883,1,13,0,0,12,1
243.944400048349,1,14,1,0,9,3
177.981399989221,3,14,1,0,9,3
772.018300020136,3,14,1,0,9,3
902.549399994314,4,15,1,1,13,4
747.892100014724,3,16,0,1,15,3
193.974800000433,3,17,0,0,9,2
524.048399995081,2,17,0,0,9,2
179.898300033528,1,17,0,0,9,2
685.907900042366,3,18,0,0,15,3
224.089299968909,2,18,0,0,15,3
99.9589000130072,4,18,0,0,15,3
708.317900018301,2,19,1,0,12,2
235.973500006367,2,20,1,1,13,1
276.015500014182,1,20,1,1,13,1
248.041899991222,4,20,1,1,13,1
257.961299968883,3,20,1,1,13,1
201.976099982858,3,20,1,1,13,1
407.988699967973,2,20,1,1,13,1
1138.05569999386,1,20,1,1,13,1
155.956899980083,4,21,0,0,15,1
341.995399969164,3,21,0,0,15,1
940.146000008099,1,21,0,0,15,1
139.998900005594,2,22,1,0,9,3
175.810499989893,1,22,1,0,9,3
644.464500015602,3,22,1,0,9,3
193.992400018033,3,23,1,0,12,1
222.028399992269,4,23,1,0,12,1
787.893499946222,1,23,1,0,12,1
208.005099964794,1,24,0,1,13,1
273.997200012673,2,24,0,1,13,1
204.110700055026,4,24,0,1,13,1
257.915400026832,4,24,0,1,13,1
594.047099992167,3,24,0,1,13,1
149.948099977337,4,24,0,1,13,1
260.01880003605,1,24,0,1,13,1
246.032299997751,2,24,0,1,13,1
130.020399985369,1,24,0,1,13,1
1241.94420001004,1,24,0,1,13,1
604.377200012095,2,25,1,0,15,2
842.195900040679,3,26,1,0,12,3
216.000799962785,3,27,0,0,9,4
922.474199964199,4,27,0,0,9,4
134.005700005218,2,28,0,0,13,1
756.180699972901,1,28,0,0,13,1
208.019799960312,2,29,0,1,12,1
53.9872999652289,1,29,0,1,12,1
140.034699987154,2,29,0,1,12,1
847.980200021993,1,29,0,1,12,1
56.0266000102274,4,29,0,1,12,1
139.968600007705,3,30,1,0,15,4
923.989900038578,4,30,1,0,15,4
888.444099982735,3,31,1,1,9,3
93.9930999884382,2,32,0,0,13,2
67.9895000066608,2,32,0,0,13,2
698.125499999151,2,32,0,0,13,2
126.019300019834,4,33,0,0,12,4
76.0357000399381,4,33,0,0,12,4
190.090299991425,4,33,0,0,12,4
181.99640000239,2,34,1,0,9,4
906.126699992456,4,34,1,0,9,4
55.961899983231,1,35,1,1,13,4
161.986000020988,2,35,1,1,13,4
1786.10540000955,4,35,1,1,13,4
102.009000023827,3,36,0,1,15,2
141.976599988993,3,36,0,1,15,2
886.141500028316,2,36,0,1,15,2
235.989200009499,3,37,0,0,12,3
241.991500020958,2,37,0,0,12,3
464.022799977101,3,37,0,0,12,3
127.985500032082,4,37,0,0,12,3
520.030000014231,3,38,0,0,15,3
361.97769996943,2,38,0,0,15,3
194.004399992991,4,38,0,0,15,3
221.993700019084,1,38,0,0,15,3
122.099899977911,1,38,0,0,15,3
752.420399978291,3,38,0,0,15,3
98.0446999892592,3,39,1,0,13,2
352.009099966381,2,39,1,0,13,2
306.341400020756,2,39,1,0,13,2
111.977499967907,3,40,1,0,9,2
192.024899995886,4,40,1,0,9,2
166.023700032383,1,40,1,0,9,2
1047.99880000064,2,40,1,0,9,2
138.058799959254,2,41,1,0,12,3
644.262199988589,3,41,1,0,12,3
267.981400014833,3,42,0,1,15,1
237.934499979019,1,42,0,1,15,1
544.20179995941,1,42,0,1,15,1
289.94899999816,3,43,1,1,9,4
124.027999991085,4,43,1,1,9,4
966.171999985818,4,43,1,1,9,4
218.011000019033,3,44,0,0,13,1
990.119000023697,1,44,0,0,13,1
158.038900000975,1,45,1,0,12,2
958.163200004492,2,45,1,0,12,2
796.443599974737,4,46,0,0,9,4
72.031199990306,1,47,1,0,15,2
919.931999989785,2,47,1,0,15,2
217.996800027322,3,48,0,0,13,3
702.099199988879,3,48,0,0,13,3
144.038899976294,1,49,0,1,15,4
335.974499990698,2,49,0,1,15,4
924.197499989532,4,49,0,1,15,4
145.984200004023,2,50,1,1,9,1
657.981399970595,1,50,1,1,9,1
702.182100038044,3,51,1,0,12,3
852.219399996102,3,52,0,0,13,3
449.978199962061,2,53,1,0,12,1
446.04440004332,3,53,1,0,12,1
328.036499966402,1,53,1,0,12,1
78.019000007771,2,53,1,0,12,1
194.026499986649,2,53,1,0,12,1
527.982599975076,4,53,1,0,12,1
417.978700017557,1,53,1,0,12,1
341.956400021445,4,53,1,0,12,1
470.06889997283,1,53,1,0,12,1
166.000000026543,3,53,1,0,12,1
225.98879999714,3,53,1,0,12,1
830.174900009297,2,53,1,0,12,1
191.967400023714,1,54,0,0,15,1
210.022999963257,3,54,0,0,15,1
198.042700008955,4,54,0,0,15,1
174.002799962182,2,54,0,0,15,1
958.269299997482,1,54,0,0,15,1
986.2830999773,1,55,0,0,13,1
166.003399994224,3,56,1,0,9,4
132.022299978416,4,56,1,0,9,4
858.014900004491,4,56,1,0,9,4
137.988900009077,2,56,1,0,9,4
206.008000008296,4,57,0,0,12,2
948.52879998507,2,57,0,0,12,2
900.186599988956,2,58,1,0,15,2
104.003800021019,1,59,0,1,13,3
122.010799997952,4,59,0,1,13,3
882.351200038102,3,59,0,1,13,3
167.962800012901,3,60,1,1,9,2
269.964900042396,2,60,1,1,9,2
170.499700005166,2,60,1,1,9,2
