fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
150.145400082693,4,1,1,0,14,2
283.966000075452,1,1,1,0,14,2
499.678599997424,2,1,1,0,14,2
617.297900025733,2,2,0,1,16,2
875.064199906774,3,3,1,1,21,3
641.202600090764,2,4,0,0,5,2
52.0733000012115,1,5,0,0,21,1
75.9867000160739,1,5,0,0,21,1
79.9895999953151,4,6,1,1,5,4
359.195999917574,4,6,1,1,5,4
168.038600008003,2,7,1,0,14,1
201.980000012554,4,7,1,0,14,1
156.034199986607,1,7,1,0,14,1
329.310899949633,1,7,1,0,14,1
118.029399891384,3,8,0,0,16,1
809.237600071356,1,8,0,0,16,1
297.247000038624,3,9,0,0,21,4
1157.74379996583,1,10,1,0,14,1
799.259599996731,4,11,0,1,16,4
232.021900010295,4,12,1,0,5,2
473.424399970099,2,12,1,0,5,2
184.039100073278,2,13,1,0,5,2
309.995600022376,3,13,1,0,5,2
137.968600029126,4,13,1,0,5,2
160.044200019911,1,13,1,0,5,2
170.00939999707,2,13,1,0,5,2
65.1871000882238,1,13,1,0,5,2
179.958899971098,2,14,1,1,14,3
231.993700028397,4,14,1,1,14,3
205.977799952962,2,15,1,0,16,1
213.981700013392,4,15,1,0,16,1
467.182100052014,1,15,1,0,16,1
577.171000069939,2,16,0,0,21,2
186.002399888821,2,17,0,1,14,2
404.000299982727,2,17,0,1,14,2
55.9812999563292,2,17,0,1,14,2
291.918999981135,2,17,0,1,14,2
99.3343000300229,3,17,0,1,14,2
357.245900086127,2,18,0,0,21,2
395.338199916296,3,19,1,0,16,3
115.976500092074,3,20,0,0,5,3
195.940000005066,3,20,0,0,5,3
269.335099961609,3,20,0,0,5,3
1017.36079994589,2,22,0,1,14,2
303.959199925885,3,23,1,1,16,3
155.989299993962,4,24,0,0,5,3
176.024300046265,1,24,0,0,5,3
609.366199932992,3,24,0,0,5,3
311.977399978787,4,26,0,0,5,4
68.0138999596238,1,28,1,0,16,1
306.062899995595,1,28,1,0,16,1
67.291000043042,3,28,1,0,16,1
161.957699921913,4,29,1,1,5,2
445.269299903885,2,29,1,1,5,2
725.249499897473,4,30,1,0,21,4
233.982399920933,4,31,0,1,14,4
525.369200040586,1,32,0,0,16,1
731.422699987888,2,33,1,0,14,2
167.979399906471,2,34,0,0,5,1
523.373099975288,1,34,0,0,5,1
571.473399992101,3,35,0,0,21,3
409.346800064668,3,36,1,0,16,3
511.382199940272,4,37,0,0,14,4
471.462899935432,1,38,0,1,21,1
127.982700010762,1,39,1,0,5,4
129.97089989949,4,39,1,0,5,4
217.992400052026,1,40,0,0,16,3
132.000799989328,3,40,0,0,16,3
187.995500047691,1,41,1,0,21,4
435.405700001866,4,41,1,0,21,4
453.473799978383,1,42,1,0,14,1
148.020999971777,1,43,0,0,5,1
133.976200013421,3,44,1,1,16,2
393.206099979579,2,44,1,1,16,2
154.107499984093,2,45,0,0,21,3
181.972000049427,4,45,0,0,21,3
523.553399951197,3,45,0,0,21,3
90.0153999682516,3,46,0,0,14,2
120.060499990359,3,46,0,0,14,2
183.993299957365,4,46,0,0,14,2
539.440299966373,2,46,0,0,14,2
861.989099998027,1,47,1,1,5,2
609.33839995414,4,48,1,0,16,4
249.987000017427,2,49,1,0,5,4
90.0449000764638,1,50,1,0,21,1
196.015499997884,1,51,0,0,14,2
185.98850001581,2,51,0,0,14,2
161.970300017856,3,51,0,0,14,2
54.0210000472143,3,51,0,0,14,2
226.042499998584,4,51,0,0,14,2
665.491099935025,2,51,0,0,14,2
101.997400051914,4,52,0,1,16,3
177.968500065617,3,52,0,1,16,3
234.001200064085,3,52,0,1,16,3
173.525099991821,2,52,0,1,16,3
160.01510003116,1,53,1,0,21,3
591.40410006512,3,53,1,0,21,3
344.009599997662,3,54,0,0,14,1
292.030500015244,1,54,0,0,14,1
242.002399987541,1,54,0,0,14,1
130.013799993321,4,55,1,0,5,3
544.016300002113,3,55,1,0,5,3
175.455400021747,1,55,1,0,5,3
135.966299916618,2,56,0,1,16,4
733.463300042786,4,56,0,1,16,4
415.428400039673,4,57,0,0,5,4
449.578400002792,4,58,1,1,14,4
83.9920999715105,3,59,0,0,21,2
139.941100031137,2,59,0,0,21,2
74.1027999902144,2,59,0,0,21,2
123.550200019963,2,59,0,0,21,2
461.776599986479,3,60,1,0,16,3
