sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
19,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7005450.jpg,1,1248,/?,R,1,1520,524,1625.6,629.6,3,21,0,1,20,2,2
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601172.jpg,2,736,z,L,1,1300,276,1405.6,381.6,1,20,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-8583875.jpg,3,1251,/?,R,1,1644,876,1749.6,981.6,2,14,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-denys-gromov-4716789.jpg,4,793,z,L,1,708,230,813.6,335.6,1,15,0,1,21,1,3
19,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg,5,1467,z,L,1,466,792,571.6,897.6,3,21,0,1,14,2,2
19,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312078.jpg,6,1134,/?,R,1,1014,852,1119.6,957.6,2,14,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-alex-qian-2343467.jpg,7,1029,z,L,1,1202,910,1307.6,1015.6,2,20,1,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-3958964.jpg,8,981,/?,R,1,990,538,1095.6,643.6,3,15,1,1,14,4,1
19,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7214338.jpg,9,945,/?,R,1,1334,548,1439.6,653.6,3,14,1,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg,10,916,/?,R,1,408,214,513.6,319.6,1,20,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\AdobeStock_479119675.jpeg,11,1333,/?,R,1,1270,520,1375.6,625.6,3,21,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-5502217.jpg,12,893,z,L,1,218,470,323.6,575.6,1,15,0,1,14,3,2
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713242.jpg,13,757,z,R,0,662,442,767.6,547.6,1,20,0,1,15,4,2
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-3935337.jpg,14,1011,/?,R,1,998,672,1103.6,777.6,2,14,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-pixabay-534151.jpg,15,894,z,L,1,142,204,247.6,309.6,1,15,0,1,21,2,3
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601072.jpg,16,1214,/?,R,1,590,926,695.6,1031.6,2,21,1,1,15,4,3
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062094.jpg,17,1112,z,L,1,1714,528,1819.6,633.6,1,20,0,1,21,3,1
19,6,Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg,18,1120,z,L,1,806,602,911.6,707.6,2,14,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg,19,1362,z,L,1,476,820,581.6,925.6,2,21,1,1,15,1,1
19,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061393.jpg,20,865,/?,R,1,1562,118,1667.6,223.6,1,15,0,1,20,1,3
19,6,Stimuli\scenes\mainScenes\pexels-terry-magallanes-3623785.jpg,21,733,z,L,1,1518,212,1623.6,317.6,1,20,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-get-lost-mike-9993440.jpg,22,782,z,L,1,254,594,359.6,699.6,1,14,1,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827337.jpg,23,836,/?,R,1,258,480,363.6,585.6,1,15,0,1,21,3,3
19,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6782481.jpg,24,1143,/?,R,1,1352,594,1457.6,699.6,3,21,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-5353944.jpg,25,846,z,L,1,794,580,899.6,685.6,3,20,1,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-3773573.jpg,26,909,/?,R,1,932,388,1037.6,493.6,1,15,0,1,20,4,1
19,6,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17181942.jpg,27,1294,z,L,1,576,920,681.6,1025.6,2,14,0,0,0,0,0
19,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg,28,1407,/?,R,1,334,508,439.6,613.6,3,21,0,1,20,3,2
19,6,Stimuli\scenes\mainScenes\AdobeStock_214273596.jpeg,29,781,/?,R,1,808,472,913.6,577.6,1,21,1,1,14,4,3
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-6835139.jpg,30,572,z,L,1,950,260,1055.6,365.6,1,20,0,1,21,2,3
19,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062154.jpg,31,1327,z,L,1,846,916,951.6,1021.6,2,14,0,0,0,0,0
