sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
12,5,Stimuli\scenes\mainScenes\AdobeStock_27579147.jpeg,1,978,z,L,1,546,380,651.6,485.6,1,10,1,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713243.jpg,2,692,z,L,1,672,894,777.6,999.6,3,15,0,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601072.jpg,3,623,/?,R,1,590,926,695.6,1031.6,2,21,0,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7005450.jpg,4,1147,z,L,1,1210,150,1315.6,255.6,1,17,0,1,10,1,1
12,5,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-8082201.jpg,5,1093,/?,R,1,426,526,531.6,631.6,3,10,1,0,0,0,0
12,5,Stimuli\scenes\mainScenes\041_L_filler_absent_fruit.jpg,6,1313,/?,R,1,1416,740,1521.6,845.6,3,21,1,1,17,3,1
12,5,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7060815.jpg,7,1445,/?,R,1,1620,622,1725.6,727.6,3,15,0,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-skitterphoto-349749.jpg,8,1087,/?,R,1,158,340,263.6,445.6,1,17,0,1,10,3,2
12,5,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956124.jpg,9,1411,z,L,1,1402,610,1507.6,715.6,3,15,0,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg,10,1363,/?,R,1,476,820,581.6,925.6,2,10,0,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-curtis-adams-4258272.jpg,11,889,z,R,0,186,562,291.6,667.6,2,21,0,1,15,4,3
12,5,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg,12,1116,/?,R,1,1088,218,1193.6,323.6,1,17,0,1,21,4,2
12,5,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713242.jpg,13,1697,z,L,1,266,606,371.6,711.6,2,10,0,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg,14,1007,/?,R,1,408,214,513.6,319.6,1,17,0,0,0,0,0
12,5,Stimuli\scenes\mainScenes\AdobeStock_27579147.jpeg,15,2200,z,L,1,1282,470,1387.6,575.6,3,15,0,1,10,4,2
12,5,Stimuli\scenes\mainScenes\pexels-pixabay-534151.jpg,16,1505,/?,R,1,142,204,247.6,309.6,1,21,1,0,0,0,0
12,5,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7018399.jpg,17,1176,z,L,1,1332,544,1437.6,649.6,3,15,0,1,17,4,1
12,5,Stimuli\scenes\mainScenes\pexels-curtis-adams-4839334.jpg,18,1335,z,L,1,106,618,211.6,723.6,2,17,1,1,21,1,3
12,5,Stimuli\scenes\mainScenes\pexels-mark-mccammon-2724749.jpg,19,1016,/?,R,1,1382,918,1487.6,1023.6,2,10,0,1,15,1,3
12,5,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827337.jpg,20,2448,z,L,1,648,914,753.6,1019.6,2,21,0,0,0,0,0
