sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
25,4,Stimuli\scenes\mainScenes\pexels-level-media-3016430.jpg,1,2813,/?,R,1,1628,362,1733.6,467.6,1,16,1,1,14,3,2
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7214338.jpg,2,1658,/?,R,1,1334,548,1439.6,653.6,3,14,0,1,16,3,1
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7587482.jpg,3,751,/?,R,1,664,282,769.6,387.6,1,18,0,1,2,4,3
25,4,Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg,4,1888,/?,R,1,1730,678,1835.6,783.6,2,2,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-4800177.jpg,5,854,z,L,1,360,678,465.6,783.6,2,16,1,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-pixabay-271647.jpg,6,1059,z,L,1,316,910,421.6,1015.6,2,2,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-sharath-g-4722305.jpg,7,793,/?,R,1,1446,300,1551.6,405.6,1,18,0,1,2,4,2
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061393.jpg,8,1386,/?,R,1,1602,844,1707.6,949.6,3,14,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7005450.jpg,9,1178,/?,R,1,1520,524,1625.6,629.6,3,2,1,1,14,1,1
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7060815.jpg,10,635,/?,R,1,1028,176,1133.6,281.6,1,18,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg,11,962,/?,R,1,1326,490,1431.6,595.6,3,16,0,1,2,1,3
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027760.jpg,12,1075,/?,R,1,562,838,667.6,943.6,3,14,0,1,16,4,2
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-3773573.jpg,13,1945,z,L,1,280,684,385.6,789.6,3,18,1,0,0,0,0
25,4,Stimuli\scenes\mainScenes\022_L_filler_absent_lamp.jpg,14,1302,/?,R,1,1278,626,1383.6,731.6,3,16,0,1,18,4,2
25,4,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158669.jpg,15,1425,z,L,1,738,606,843.6,711.6,3,14,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6489116.jpg,16,1193,z,L,1,214,912,319.6,1017.6,2,2,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-1599791.jpg,17,1177,z,L,1,850,922,955.6,1027.6,2,2,0,1,14,4,3
25,4,Stimuli\scenes\mainScenes\073_L_filler_absent_coffeemug.jpg,18,1131,z,L,1,474,290,579.6,395.6,1,18,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,19,944,z,L,1,322,898,427.6,1003.6,2,16,1,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-alex-qian-2343467.jpg,20,970,z,L,1,534,560,639.6,665.6,3,14,0,1,2,1,3
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027786.jpg,21,1531,z,L,1,290,744,395.6,849.6,3,16,0,1,18,3,2
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-4713243.jpg,22,1240,z,L,1,1158,608,1263.6,713.6,1,18,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17181942.jpg,23,1120,/?,R,1,246,670,351.6,775.6,3,2,1,1,18,3,3
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg,24,2017,z,L,1,466,792,571.6,897.6,3,14,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6956843.jpg,25,1044,z,L,1,1070,274,1175.6,379.6,1,2,1,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-4119833.jpg,26,651,/?,R,1,1136,200,1241.6,305.6,1,18,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-3958964.jpg,27,2146,z,L,1,990,538,1095.6,643.6,3,16,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-mark-mccammon-2724749.jpg,28,1167,/?,R,1,168,648,273.6,753.6,3,14,0,1,2,3,3
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062154.jpg,29,1339,z,L,1,846,916,951.6,1021.6,2,2,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\036_L_filler_absent_bowl.jpg,30,1589,z,L,1,1396,536,1501.6,641.6,3,16,0,1,2,2,1
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008398.jpg,31,1517,/?,R,1,116,534,221.6,639.6,3,18,1,1,16,2,3
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008407.jpg,32,1465,z,L,1,1574,770,1679.6,875.6,3,14,0,1,2,4,1
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg,33,1271,z,L,1,1740,324,1845.6,429.6,1,18,0,1,2,4,3
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-6835139.jpg,34,779,/?,R,1,820,800,925.6,905.6,2,2,0,1,16,1,3
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-4839334.jpg,35,909,z,L,1,1398,496,1503.6,601.6,3,16,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312077.jpg,36,1914,/?,R,1,1684,638,1789.6,743.6,3,14,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601072.jpg,37,917,z,L,1,1298,510,1403.6,615.6,3,18,1,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827398.jpg,38,1832,/?,R,1,1572,662,1677.6,767.6,3,16,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-3935337.jpg,39,1575,z,L,1,1528,776,1633.6,881.6,3,2,1,1,18,1,3
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062094.jpg,40,1115,z,L,1,1230,578,1335.6,683.6,3,14,0,1,18,3,1
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-4258272.jpg,41,661,/?,R,1,1364,476,1469.6,581.6,3,16,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061668.jpg,42,1010,z,L,1,1488,510,1593.6,615.6,3,2,1,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312078.jpg,43,660,z,L,1,840,302,945.6,407.6,1,18,0,1,16,3,3
25,4,Stimuli\scenes\mainScenes\pexels-denys-gromov-4716789.jpg,44,1842,z,L,1,316,486,421.6,591.6,3,14,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\041_L_filler_absent_fruit.jpg,45,833,/?,R,1,678,898,783.6,1003.6,2,2,0,0,0,0,0
25,4,Stimuli\scenes\mainScenes\pexels-curtis-adams-15409439.jpg,46,776,/?,R,1,684,694,789.6,799.6,2,16,1,1,18,2,3
25,4,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6782481.jpg,47,1289,z,R,0,564,896,669.6,1001.6,3,14,0,1,18,3,2
25,4,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158648.jpg,48,917,/?,R,1,262,222,367.6,327.6,1,18,0,1,14,1,2
25,4,Stimuli\scenes\mainScenes\pexels-jesse-bannister-7033835.jpg,49,641,/?,R,1,1316,934,1421.6,1039.6,2,2,0,0,0,0,0
