sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
2,3,Stimuli\scenes\mainScenes\pexels-get-lost-mike-8504308.jpg,1,986,z,L,1,1414,928,1519.6,1033.6,2,4,0,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,2,1271,/?,R,1,386,500,491.6,605.6,3,11,0,1,4,3,1
2,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg,3,867,z,L,1,1012,942,1117.6,1047.6,2,5,0,1,14,4,1
2,3,Stimuli\scenes\mainScenes\pexels-get-lost-mike-10450051.jpg,4,1023,/?,R,1,1048,868,1153.6,973.6,2,14,1,1,11,3,3
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027852.jpg,5,1070,/?,R,1,1610,582,1715.6,687.6,3,11,0,1,5,2,2
2,3,Stimuli\scenes\mainScenes\AdobeStock_196997973.jpeg,6,1036,z,L,1,1136,116,1241.6,221.6,1,14,0,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158669.jpg,7,842,z,L,1,1262,854,1367.6,959.6,2,4,0,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062154.jpg,8,856,/?,R,1,846,916,951.6,1021.6,2,5,0,1,14,3,3
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4258272.jpg,9,1070,/?,R,1,186,562,291.6,667.6,2,4,0,1,11,3,1
2,3,Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-11315956.jpg,10,1435,z,L,1,864,288,969.6,393.6,1,5,1,1,11,3,3
2,3,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158648.jpg,11,1456,/?,R,1,164,826,269.6,931.6,2,14,1,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-5502217.jpg,12,950,z,L,1,1480,828,1585.6,933.6,3,11,0,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-pixabay-271647.jpg,13,1432,z,L,1,1518,362,1623.6,467.6,1,14,0,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-7601072.jpg,14,1184,/?,R,1,462,522,567.6,627.6,3,11,0,1,5,2,1
2,3,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg,15,1064,/?,R,1,1088,218,1193.6,323.6,1,4,1,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-4469153.jpg,16,1213,/?,R,1,232,680,337.6,785.6,3,5,1,1,11,3,1
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-5900798.jpg,17,917,/?,R,1,414,934,519.6,1039.6,2,4,0,0,0,0,0
2,3,Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg,18,1152,/?,L,0,462,566,567.6,671.6,3,11,0,1,5,1,3
2,3,Stimuli\scenes\mainScenes\pexels-curtis-adams-8583892.jpg,19,1228,/?,R,1,878,892,983.6,997.6,2,5,0,1,14,4,1
2,3,Stimuli\scenes\mainScenes\AdobeStock_41005076.jpeg,20,2405,/?,R,1,48,390,153.6,495.6,1,14,0,0,0,0,0
2,3,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg,21,1591,/?,R,1,1630,966,1735.6,1071.6,2,11,1,0,0,0,0
2,3,Stimuli\scenes\mainScenes\AdobeStock_479119675.jpeg,22,1047,z,L,1,606,898,711.6,1003.6,2,4,0,1,5,4,3
2,3,Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg,23,2040,/?,R,1,712,328,817.6,433.6,1,14,0,1,4,2,3
