sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
14,6,Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-8363713.jpg,1,1068,z,L,1,604,550,709.6,655.6,3,16,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-alex-qian-2343467.jpg,2,928,z,L,1,1494,436,1599.6,541.6,1,22,0,1,13,3,2
14,6,Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg,3,916,z,L,1,1326,490,1431.6,595.6,3,13,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,4,1039,/?,R,1,322,898,427.6,1003.6,2,19,0,1,16,1,3
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4800177.jpg,5,1041,/?,R,1,360,678,465.6,783.6,2,16,1,1,13,3,1
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-3935337.jpg,6,1314,z,L,1,1528,776,1633.6,881.6,3,13,0,1,16,4,1
14,6,Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg,7,1060,/?,R,1,976,126,1081.6,231.6,1,22,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827337.jpg,8,978,/?,R,1,1026,624,1131.6,729.6,3,19,1,0,0,0,0
14,6,Stimuli\scenes\mainScenes\080_L_filler_absent_plant.jpg,9,1157,z,R,0,1170,542,1275.6,647.6,3,16,0,1,19,3,1
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-5353944.jpg,10,4133,/?,R,1,1644,132,1749.6,237.6,1,22,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027760.jpg,11,1013,z,L,1,562,838,667.6,943.6,3,13,0,1,16,2,2
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008398.jpg,12,1628,z,L,1,900,882,1005.6,987.6,2,19,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6969864.jpg,13,719,/?,R,1,1156,476,1261.6,581.6,3,19,1,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027786.jpg,14,1080,z,L,1,290,744,395.6,849.6,3,16,0,1,19,4,1
14,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7214338.jpg,15,1581,/?,R,1,1334,944,1439.6,1049.6,2,13,1,1,16,3,1
14,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7060815.jpg,16,816,z,R,0,1028,176,1133.6,281.6,1,22,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\AdobeStock_216902241.jpeg,17,2899,z,L,1,1698,222,1803.6,327.6,1,16,1,1,13,3,2
14,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7005450.jpg,18,1240,z,L,1,1034,802,1139.6,907.6,2,22,1,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-denys-gromov-4716789.jpg,19,966,z,L,1,918,534,1023.6,639.6,2,19,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\073_L_filler_absent_coffeemug.jpg,20,856,/?,R,1,616,604,721.6,709.6,3,13,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-6835139.jpg,21,1874,z,L,1,246,756,351.6,861.6,3,16,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg,22,1118,/?,R,1,1438,388,1543.6,493.6,2,19,0,1,22,1,2
14,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061393.jpg,23,1676,/?,R,1,1562,118,1667.6,223.6,1,22,0,1,16,4,3
14,6,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7018399.jpg,24,1325,/?,R,1,1332,544,1437.6,649.6,3,13,0,1,16,2,2
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-4839334.jpg,25,1248,/?,R,1,472,266,577.6,371.6,1,22,0,0,0,0,0
14,6,Stimuli\scenes\mainScenes\pexels-curtis-adams-5502217.jpg,26,943,z,L,1,1566,180,1671.6,285.6,1,16,1,0,0,0,0
