sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
12,7,Stimuli\scenes\mainScenes\AdobeStock_27579147.jpeg,1,1005,z,L,1,546,380,651.6,485.6,1,17,0,0,0,0,0
12,7,Stimuli\scenes\mainScenes\pexels-saviesa-home-2089698.jpg,2,1114,z,L,1,534,446,639.6,551.6,3,15,0,1,21,4,2
12,7,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008398.jpg,3,705,/?,R,1,900,882,1005.6,987.6,2,10,0,1,21,4,1
12,7,Stimuli\scenes\mainScenes\pexels-mark-mccammon-2724749.jpg,4,892,z,L,1,1280,570,1385.6,675.6,3,21,1,0,0,0,0
12,7,Stimuli\scenes\mainScenes\pexels-get-lost-mike-10450051.jpg,5,703,/?,R,1,1048,868,1153.6,973.6,2,10,0,0,0,0,0
12,7,Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg,6,1278,z,L,1,1730,678,1835.6,783.6,2,21,0,1,15,4,3
12,7,Stimuli\scenes\mainScenes\073_L_filler_absent_coffeemug.jpg,7,671,z,L,1,616,604,721.6,709.6,3,15,0,1,10,3,2
12,7,Stimuli\scenes\mainScenes\pexels-gustavo-galeano-maz-8363713.jpg,8,1550,/?,R,1,678,920,783.6,1025.6,2,17,1,1,10,1,3
12,7,Stimuli\scenes\mainScenes\AdobeStock_216902241.jpeg,9,2063,/?,R,1,1414,352,1519.6,457.6,3,15,0,0,0,0,0
12,7,Stimuli\scenes\mainScenes\pexels-curtis-adams-5353944.jpg,10,1343,z,L,1,1550,928,1655.6,1033.6,2,10,0,1,21,1,3
12,7,Stimuli\scenes\mainScenes\pexels-keegan-checks-10117731.jpg,11,1084,/?,R,1,1290,548,1395.6,653.6,3,17,1,0,0,0,0
12,7,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6980568.jpg,12,942,z,L,1,1012,942,1117.6,1047.6,2,21,0,0,0,0,0
12,7,Stimuli\scenes\mainScenes\pexels-pixabay-534151.jpg,13,786,/?,R,1,1068,524,1173.6,629.6,3,15,0,0,0,0,0
12,7,Stimuli\scenes\mainScenes\pexels-curtis-adams-4119833.jpg,14,865,z,L,1,820,934,925.6,1039.6,2,10,0,0,0,0,0
12,7,Stimuli\scenes\mainScenes\041_L_filler_absent_fruit.jpg,15,803,z,L,1,678,898,783.6,1003.6,2,21,0,1,17,3,1
12,7,Stimuli\scenes\mainScenes\AdobeStock_461935168.jpeg,16,863,/?,R,1,976,126,1081.6,231.6,1,17,0,0,0,0,0
12,7,Stimuli\scenes\mainScenes\pexels-mark-mccammon-1080721.jpg,17,1070,z,L,1,408,214,513.6,319.6,1,17,0,1,21,1,3
12,7,Stimuli\scenes\mainScenes\AdobeStock_196997973.jpeg,18,1392,/?,R,1,442,936,547.6,1041.6,2,10,0,1,17,1,3
