sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-3773573.jpg,1,889,/?,R,1,932,388,1037.6,493.6,1,14,1,1,5,3,2
21,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6489116.jpg,2,1060,z,L,1,430,522,535.6,627.6,3,16,0,1,21,3,1
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4221389.jpg,3,1258,z,L,1,474,108,579.6,213.6,1,21,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4682110.jpg,4,1543,z,L,1,322,898,427.6,1003.6,2,5,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\AdobeStock_27579147.jpeg,5,1084,z,L,1,546,380,651.6,485.6,1,21,0,1,16,4,2
21,2,Stimuli\scenes\mainScenes\AdobeStock_214273596.jpeg,6,1380,/?,R,1,828,668,933.6,773.6,2,5,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-15062094.jpg,7,1281,/?,R,1,1714,528,1819.6,633.6,1,14,1,0,0,0,0
21,2,Stimuli\scenes\mainScenes\036_L_filler_absent_bowl.jpg,8,989,z,L,1,1396,536,1501.6,641.6,3,16,0,1,14,2,1
21,2,Stimuli\scenes\mainScenes\pexels-mark-mccammon-2724749.jpg,9,1261,z,L,1,216,466,321.6,571.6,1,21,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7027760.jpg,10,1651,/?,R,1,562,838,667.6,943.6,3,14,0,1,5,4,2
21,2,Stimuli\scenes\mainScenes\pexels-pixabay-534151.jpg,11,831,z,L,1,1068,524,1173.6,629.6,3,5,1,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-ryan-donnelly-100575.jpg,12,1241,z,L,1,1572,698,1677.6,803.6,3,16,0,1,21,2,2
21,2,Stimuli\scenes\mainScenes\pexels-get-lost-mike-9993440.jpg,13,1371,/?,R,1,254,594,359.6,699.6,1,21,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-get-lost-mike-8504308.jpg,14,1404,z,L,1,360,946,465.6,1051.6,2,5,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\AdobeStock_479119675.jpeg,15,924,/?,R,1,1472,158,1577.6,263.6,1,14,1,1,5,2,3
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-5008398.jpg,16,1179,z,L,1,116,534,221.6,639.6,3,16,0,1,21,3,2
21,2,Stimuli\scenes\mainScenes\080_L_filler_absent_plant.jpg,17,1188,/?,R,1,756,212,861.6,317.6,1,21,0,1,5,2,3
21,2,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17181942.jpg,18,837,z,L,1,576,920,681.6,1025.6,2,5,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061393.jpg,19,1242,z,L,1,396,728,501.6,833.6,3,14,0,1,16,3,2
21,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7587482.jpg,20,953,z,L,1,664,282,769.6,387.6,1,16,1,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-jean-van-der-meulen-3753437.jpg,21,1167,z,L,1,340,460,445.6,565.6,3,14,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7061668.jpg,22,1571,z,L,1,1488,510,1593.6,615.6,3,16,0,1,14,1,2
21,2,Stimuli\scenes\mainScenes\AdobeStock_41005076.jpeg,23,1201,z,L,1,1530,528,1635.6,633.6,3,5,1,1,16,4,2
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-5502217.jpg,24,1308,z,L,1,1566,180,1671.6,285.6,1,21,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\AdobeStock_216902237.jpeg,25,1436,z,L,1,1254,226,1359.6,331.6,1,21,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\AdobeStock_196997973.jpeg,26,1646,z,L,1,442,936,547.6,1041.6,2,5,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-7018399.jpg,27,1307,/?,R,1,1332,544,1437.6,649.6,3,14,0,1,21,2,2
21,2,Stimuli\scenes\mainScenes\AdobeStock_106076039.jpeg,28,2102,/?,R,1,32,230,137.6,335.6,1,16,1,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-jesse-bannister-7033835.jpg,29,1196,z,L,1,1618,522,1723.6,627.6,3,14,0,1,5,4,2
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-7028072.jpg,30,1276,z,L,1,124,630,229.6,735.6,3,5,1,1,21,3,2
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-4839334.jpg,31,1093,z,L,1,472,266,577.6,371.6,1,21,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-8583875.jpg,32,888,/?,R,1,766,578,871.6,683.6,3,16,0,1,21,3,1
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-6835139.jpg,33,900,z,L,1,950,260,1055.6,365.6,1,21,0,1,14,4,2
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-10827398.jpg,34,813,/?,R,1,616,812,721.6,917.6,2,5,0,1,14,3,1
21,2,Stimuli\scenes\mainScenes\pexels-loi-bui-trong-17158648.jpg,35,1483,z,L,1,586,514,691.6,619.6,3,14,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-skitterphoto-349749.jpg,36,1328,/?,R,1,698,848,803.6,953.6,2,16,1,1,14,2,1
21,2,Stimuli\scenes\mainScenes\022_L_filler_absent_lamp.jpg,37,2070,z,L,1,164,876,269.6,981.6,2,21,1,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-curtis-adams-8031902.jpg,38,972,/?,R,1,982,530,1087.6,635.6,3,14,0,1,21,2,3
21,2,Stimuli\scenes\mainScenes\pexels-alexander-zvir-4252510.jpg,39,1038,/?,R,1,1230,912,1335.6,1017.6,2,5,0,0,0,0,0
21,2,Stimuli\scenes\mainScenes\pexels-max-rahubovskiy-6312077.jpg,40,1296,z,L,1,1684,638,1789.6,743.6,3,16,0,0,0,0,0
