sub_num,run_num,file_name,trial_num,rt,response,t_direction,accuracy,target_position_1,target_position_2,target_position_3,target_position_4,target_location_type,target_number,trialTypeValid0Invalid1,trialTypeExtraTarget1NoExtraTarget0,extraTargetShapeNumber,extraTargetShapePosition,extraTargetShapeType
22,1,Stimuli\scenes\practiceScenes\pexels-hakim-santoso-3634740.jpg,1,2119,/?,L,0,280,650,376,746,3,6,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-14495889.jpg,2,1173,z,L,1,1094,794,1190,890,3,7,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-max-rahubovskiy-6969860.jpg,3,1653,/?,R,1,912,130,1008,226,1,18,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-3958951.jpg,4,1647,z,L,1,736,918,832,1014,2,22,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\AdobeStock_67849508.jpeg,5,1016,/?,R,1,1112,670,1208,766,2,22,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-keegan-checks-10117737.jpg,6,2442,z,L,1,98,692,194,788,3,6,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\079_L_filler_absent_bowl.jpg,7,1656,z,L,1,64,280,160,376,1,18,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\AdobeStock_283829914.jpeg,8,1649,z,L,1,400,476,496,572,3,7,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\077_L_filler_absent_footrest.jpg,9,1764,/?,R,1,72,380,168,476,1,18,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\AdobeStock_490760493.jpeg,10,1534,/?,R,1,306,600,402,696,3,6,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-8186506.jpg,11,1143,z,L,1,966,936,1062,1032,2,22,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-pixabay-279648.jpg,12,2201,z,L,1,1756,478,1852,574,3,7,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-5698015.jpg,13,1124,z,L,1,1472,948,1568,1044,2,22,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\075_L_filler_absent_light.jpg,14,863,/?,R,1,1082,522,1178,618,3,6,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\AdobeStock_300087971.jpeg,15,1226,z,R,0,1576,572,1672,668,3,7,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-8583543.jpg,16,1231,z,L,1,1558,154,1654,250,1,18,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-15062155.jpg,17,1826,z,L,1,548,630,644,726,3,6,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-10099319.jpg,18,1751,z,L,1,1664,46,1760,142,1,18,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-5353881.jpg,19,1428,z,L,1,198,600,294,696,3,7,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\AdobeStock_133612805.jpeg,20,958,z,L,1,1136,850,1232,946,2,22,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\AdobeStock_142522611.jpeg,21,1812,/?,R,1,546,764,642,860,2,22,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-5502249.jpg,22,1567,z,L,1,1428,492,1524,588,3,6,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-christa-grover-2001944.jpg,23,1176,/?,R,1,316,548,412,644,1,18,0,0,0,0,0
22,1,Stimuli\scenes\practiceScenes\pexels-curtis-adams-6510985.jpg,24,1037,z,L,1,516,458,612,554,3,7,0,0,0,0,0
