fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
91.9829000004029,1,1,1,0,4,2
207.989100000304,4,1,1,0,4,2
85.9653000006801,3,1,1,0,4,2
414.017900000545,2,1,1,0,4,2
108.014399999774,2,2,0,0,3,3
122.03750000026,1,2,0,0,3,3
844.080400000166,3,2,0,0,3,3
282.013999999435,1,3,0,0,10,3
167.998000000807,4,3,0,0,10,3
153.9929999999,2,3,0,0,10,3
487.848400000075,3,3,0,0,10,3
180.037400000401,2,4,1,1,16,3
271.978599999784,2,4,1,1,16,3
679.912999999942,3,4,1,1,16,3
595.866200000273,4,5,1,0,4,4
162.061500000164,3,6,0,0,10,4
494.10479999915,4,6,0,0,10,4
113.985500000126,2,7,1,0,3,3
687.9042999999,3,7,1,0,3,3
353.993600000649,4,8,1,1,16,3
536.00280000046,3,8,1,1,16,3
468.263599999773,1,9,0,1,3,1
169.597499999327,2,10,0,0,4,3
227.992499999345,2,10,0,0,4,3
616.046999999526,3,10,0,0,4,3
171.996899999613,4,11,1,0,16,1
157.964900000479,3,11,1,0,16,1
311.992399999326,2,11,1,0,16,1
705.888000000414,1,11,1,0,16,1
426.115899999786,2,12,0,0,10,2
1332.1332000005,2,13,1,0,3,2
254.009700000097,3,14,0,1,10,4
526.159099999859,4,14,0,1,10,4
557.874299999639,2,15,1,0,4,2
209.973099999843,4,16,1,1,16,4
120.011300000442,1,16,1,1,16,4
502.006300000176,4,16,1,1,16,4
465.849899999739,1,17,0,0,3,1
638.052799999969,3,18,0,0,10,3
160.02490000028,2,19,0,0,16,4
162.007199999607,3,19,0,0,16,4
675.992099999348,4,19,0,0,16,4
137.993800000004,1,20,1,0,4,4
165.972399999191,2,20,1,0,4,4
91.9515999994474,3,20,1,0,4,4
481.89469999943,4,20,1,0,4,4
69.994499999666,3,21,0,0,3,1
597.928000000138,1,21,0,0,3,1
648.032999999486,2,22,0,0,16,2
143.988800000443,4,23,1,0,10,4
385.937699999886,4,23,1,0,10,4
119.90539999988,1,24,1,0,4,3
239.979199999652,2,24,1,0,4,3
490.037099999427,3,24,1,0,4,3
456.081600000289,3,25,0,1,4,3
436.074399999598,3,26,1,0,10,3
510.130000000572,1,27,1,1,3,1
606.078599999819,3,28,0,0,16,3
128.002500000548,3,29,1,0,4,2
470.03229999973,2,29,1,0,4,2
502.035499999693,3,30,0,0,3,3
178.001500000391,3,31,1,1,16,4
146.048300000075,1,31,1,1,16,4
172.046399999999,2,31,1,1,16,4
628.050199999961,4,31,1,1,16,4
137.972200000149,2,32,1,0,10,3
572.201300000415,3,32,1,0,10,3
554.328699999132,1,33,0,0,10,1
99.9775999998747,4,34,0,0,3,1
595.813200000521,1,34,0,0,3,1
114.031199999772,2,35,1,0,4,3
542.093799999748,3,35,1,0,4,3
161.996200000431,2,36,0,1,16,1
179.984299999887,3,36,0,1,16,1
734.428800000387,1,36,0,1,16,1
165.971800000079,2,37,0,1,3,3
488.139399999454,3,37,0,1,3,3
486.232400000517,1,38,1,0,16,1
108.029300000453,2,39,0,0,4,4
510.21639999999,4,39,0,0,4,4
153.964000000087,2,40,0,0,10,1
90.0096999994275,1,40,0,0,10,1
364.177599999493,1,40,0,0,10,1
350.237599999673,4,41,1,0,4,4
135.965999999826,2,42,0,0,3,4
468.69979999974,4,42,0,0,3,4
315.969299999779,1,43,1,0,10,3
58.003699999972,2,43,1,0,10,3
574.533399999382,3,43,1,0,10,3
80.0803000001906,4,44,1,1,16,3
342.004000000088,1,44,1,1,16,3
704.204300000129,3,44,1,1,16,3
55.9878000003664,1,45,1,0,3,4
978.232299999945,4,45,1,0,3,4
65.9795000001395,4,46,0,0,16,1
208.042999999634,2,46,0,0,16,1
265.956899999765,3,46,0,0,16,1
97.9724000007991,1,46,0,0,16,1
446.133600000394,1,46,0,0,16,1
134.015200000249,2,47,0,0,10,3
66.0113000003548,3,47,0,0,10,3
558.104599999751,3,47,0,0,10,3
468.139800000245,2,48,1,0,4,2
640.261000000464,1,49,1,1,4,1
616.526699999667,3,50,1,0,3,3
136.010199999873,1,51,0,0,10,4
313.957299999856,3,51,0,0,10,4
137.96689999981,4,51,0,0,10,4
536.14909999942,4,51,0,0,10,4
249.944299999697,3,52,0,1,16,2
306.009099999756,4,52,0,1,16,2
170.043900000564,1,52,0,1,16,2
188.053500000024,3,52,0,1,16,2
608.288299999913,2,52,0,1,16,2
99.9951000003421,2,53,0,0,3,3
530.285200000435,3,53,0,0,3,3
564.385499999844,2,54,0,0,4,2
83.9880000003177,3,55,1,0,10,1
273.987200000192,4,55,1,0,10,1
122.008499999538,2,55,1,0,10,1
550.330799999756,1,55,1,0,10,1
181.94400000084,1,56,1,1,16,3
258.000400000128,2,56,1,1,16,3
808.21879999985,3,56,1,1,16,3
600.042299999586,1,57,0,0,3,1
220.036499999878,2,58,0,1,4,4
171.981999999844,3,58,0,1,4,4
444.439500000044,4,58,0,1,4,4
74.0360999998302,3,59,1,0,10,4
576.356499999747,4,59,1,0,10,4
85.9765999994124,4,60,1,0,16,2
219.98529999928,3,60,1,0,16,2
796.267000000626,2,60,1,0,16,2
