fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
125.400299992179,1,1,0,0,11,2
450.122399997781,2,1,0,0,11,2
237.905699992552,3,1,0,0,11,2
777.974800002994,4,1,0,0,11,2
347.91199999745,1,1,0,0,11,2
214.089500004775,4,1,0,0,11,2
549.976199996308,3,1,0,0,11,2
937.913599991589,2,1,0,0,11,2
1048.38449999806,2,1,0,0,11,2
113.954899992677,1,2,0,0,19,3
1590.44110000832,3,2,0,0,19,3
176.062600003206,4,3,0,0,12,3
1736.93719999574,3,3,0,0,12,3
111.940499991761,1,4,0,0,1,2
370.051899997634,2,4,0,0,1,2
166.018299991265,3,4,0,0,1,2
184.144299986656,4,4,0,0,1,2
142.370700006722,2,4,0,0,1,2
239.99420000473,4,5,0,0,12,1
860.046999994665,1,5,0,0,12,1
181.165300004068,2,5,0,0,12,1
897.940499999095,4,6,0,0,11,4
122.046100004809,1,6,0,0,11,4
868.296299988288,3,7,0,0,1,3
265.939099990646,2,8,0,0,19,3
482.073799998034,3,8,0,0,19,3
263.960600001155,4,8,0,0,19,3
65.9836999984691,1,8,0,0,19,3
168.057400005637,1,9,0,0,11,2
153.985099997954,3,9,0,0,11,2
154.11820000736,4,9,0,0,11,2
640.064000006532,2,9,0,0,11,2
143.971400000737,2,10,0,0,1,4
290.036200007307,3,10,0,0,1,4
757.522800005972,4,10,0,0,1,4
76.0156000033021,3,11,0,0,12,1
168.013400005293,4,11,0,0,12,1
153.943199999048,2,11,0,0,12,1
715.14680000837,1,11,0,0,12,1
163.963600003626,3,12,0,0,19,3
198.025799996685,3,12,0,0,19,3
250.004500005161,1,12,0,0,19,3
583.343599995715,3,12,0,0,19,3
168.051300002844,2,13,0,0,19,2
201.888900002814,4,13,0,0,19,2
177.93000000529,3,13,0,0,19,2
252.009299991187,2,13,0,0,19,2
262.768000000506,1,13,0,0,19,2
294.031200013706,3,14,0,0,11,3
73.907700003474,4,14,0,0,11,3
180.12620000809,4,14,0,0,11,3
160.029100006795,3,14,0,0,11,3
283.985799993388,4,15,0,0,1,2
160.015900008148,3,15,0,0,1,2
52.0170000090729,1,15,0,0,1,2
686.596799991094,2,15,0,0,1,2
306.119400003809,2,16,0,0,12,2
229.880500002764,3,16,0,0,12,2
146.804999996675,1,16,0,0,12,2
232.00970000471,2,17,0,0,11,2
146.019899999374,1,17,0,0,11,2
602.414299995871,2,17,0,0,11,2
564.045400009491,3,18,0,0,12,3
50.5154999991646,4,18,0,0,12,3
381.993100003456,1,19,0,0,19,1
218.015200007358,2,19,0,0,19,1
57.9928000079235,1,19,0,0,19,1
92.016100010369,4,20,0,0,1,1
425.959299987881,1,20,0,0,1,1
90.9689999971306,3,21,0,0,11,4
235.947399996803,2,21,0,0,11,4
231.862400003592,1,21,0,0,11,4
765.795699990122,4,21,0,0,11,4
58.7467000004835,3,22,0,0,12,1
144.023700006073,3,22,0,0,12,1
199.961399994208,1,22,0,0,12,1
274.000499994145,4,22,0,0,12,1
169.49499999464,1,22,0,0,12,1
55.9571000048891,1,23,0,0,19,4
410.07919999538,4,23,0,0,19,4
83.5997999965912,2,23,0,0,19,4
823.283700010506,3,24,0,0,1,3
