fixDuration,previousFixationRect,trialNum,thisTrialExtraTarget,thisTrialIncorrectTargetLocation,targetInds,targetPositionInds
395.661399999995,2,1,0,0,15,3
150.027600000044,1,1,0,0,15,3
955.992900000069,2,1,0,0,15,3
197.840200000087,3,2,0,0,1,4
208.009899999979,2,2,0,0,1,4
112.051800000017,1,2,0,0,1,4
220.010600000023,2,2,0,0,1,4
183.856900000023,2,2,0,0,1,4
137.937699999952,3,3,0,0,2,1
147.939800000017,2,3,0,0,2,1
888.185500000077,1,3,0,0,2,1
191.990999999916,1,4,0,0,12,3
404.011999999966,3,4,0,0,12,3
326.105999999982,2,5,0,0,2,1
177.867300000003,1,5,0,0,2,1
96.0536999999704,3,5,0,0,2,1
328.885599999921,1,5,0,0,2,1
709.947899999975,3,6,0,0,12,3
108.055899999954,1,7,0,0,15,4
419.731399999932,4,7,0,0,15,4
82.0378999999321,1,8,0,0,1,3
691.920800000048,3,8,0,0,1,3
144.103300000097,2,9,0,0,12,4
51.8792000000303,3,9,0,0,12,4
542.328300000008,4,9,0,0,12,4
405.956400000036,3,10,0,0,15,3
167.957000000001,1,11,0,0,1,2
573.71969999997,2,11,0,0,1,2
112.071200000059,3,12,0,0,2,3
299.929799999973,3,12,0,0,2,3
159.995900000013,2,13,0,0,12,4
172.016600000006,1,13,0,0,12,4
653.665000000046,4,13,0,0,12,4
419.727899999998,3,14,0,0,15,3
144.023599999969,1,15,0,0,2,4
563.729699999953,4,15,0,0,2,4
179.937499999937,3,16,0,0,1,2
624.144999999999,2,16,0,0,1,2
639.793700000041,2,17,0,0,12,2
178.091600000016,1,18,0,0,2,2
559.860700000058,2,18,0,0,2,2
539.764200000036,2,19,0,0,15,2
112.034799999947,4,20,0,0,1,3
641.649099999995,3,20,0,0,1,3
219.834300000002,1,21,0,0,15,3
148.043099999995,3,21,0,0,15,3
379.840299999955,3,21,0,0,15,3
154.064699999935,4,22,0,0,1,2
212.082399999986,3,22,0,0,1,2
200.038599999971,1,22,0,0,1,2
622.065300000031,2,22,0,0,1,2
214.039999999954,1,23,0,0,12,3
185.952100000009,4,23,0,0,12,3
589.754900000003,3,23,0,0,12,3
588.175299999989,2,24,0,0,2,2
